Timestamp,[SECTION A: Basic Information] 1. What is your age?,2. What is your gender?,[SECTION B: Social Media Usage] 3. Which social media platforms do you use regularly? (Select all that apply),4. How many hours do you spend on social media per day?,[SECTION C: Cyberbullying Experience] 5. Have you personally experienced cyberbullying or online harassment on social media?,6. Have you ever witnessed someone being cyberbullied?,"7. Have you ever posted, shared, or sent a message online that could have hurt or offended someone?","8. If yes, what was the main reason for your action?",9. What type of cyberbullying have you experienced or observed? (Select all that apply),10. On which social media platform did the incident occur?,11. How often have you experienced cyberbullying or online harassment?,[SECTION D: Mental Health Impact] 12. Do you think cyberbullying or online harassment affected your mental health?,13. Which of the following did you experience? (Select all that apply),"14. On a scale of 1–5, how severe was the emotional impact?",15. Did you seek help from anyone? (Select all that apply),"[SECTION E: Cyber Law Awareness and Prevention] 16. If you did not report the incident, what was the main reason?",17. In which area did you experience cyberbullying or online harassment?,18. What action did you take after experiencing cyberbullying or online harassment? (Select all that apply)
17-09-2026 01:09,41–50,Female,Others,1–3 hours,No,Yes,No,Not Applicable,Offensive Comments,Instagram,Never,Not at all,None,1 (Very Low),Family,Didn't think it was serious,Social Media Community,Blocked the user
17-09-2026 01:15,18–22,Male,"Instagram, WhatsApp",3–5 hours,No,No,No,Not Applicable,Hate Speech,Instagram,Never,Slightly,None,1 (Very Low),Friends,Didn't think it was serious,Social Media Community,Took No Action
17-09-2026 01:27,18–22,Male,"Instagram, WhatsApp, YouTube",3–5 hours,No,Yes,No,Not Applicable,Stalking,Instagram,Never,Not at all,None,1 (Very Low),No,Lack of Awareness,School / College,"Ignored it, Blocked the user"
17-09-2026 01:30,31–40,Male,YouTube,1–3 hours,No,Yes,No,Not Applicable,Hate Speech,Instagram,Never,Slightly,Loss of Confidence,1 (Very Low),No,Not Applicable,Unknown Stranger,Took No Action
17-09-2026 02:17,18–22,Male,WhatsApp,1–3 hours,Yes,No,No,Not Applicable,Hate Speech,WhatsApp,Rarely,Slightly,None,4,Family,Didn't think it was serious,Social Media Community,Took No Action
17-09-2026 03:21,41–50,Male,"Instagram, WhatsApp, YouTube",1–3 hours,No,No,No,Not Applicable,Body Shaming,WhatsApp,Rarely,Not at all,Loss of Confidence,3,No,Lack of Awareness,Social Media Community,Ignored it
17-09-2026 03:28,18–22,Male,WhatsApp,1–3 hours,Yes,Yes,No,Not Applicable,Stalking,Others,Rarely,Not at all,Anger,2,"Friends, Family",Didn't know how to report,School / College,Blocked the user
17-09-2026 03:48,31–40,Male,YouTube,1–3 hours,Yes,No,No,Not Applicable,Fake Rumors,YouTube,Often,Moderately,Stress,3,Psychologist,Didn't think it was serious,Social Media Community,Blocked the user
17-09-2026 05:09,18–22,Male,"Instagram, WhatsApp, YouTube",3–5 hours,No,No,No,Not Applicable,Offensive Comments,Facebook,Never,Not at all,Loss of Confidence,2,No,Lack of Awareness,Social Media Community,Took No Action
17-09-2026 05:37,18–22,Male,Others,1–3 hours,No,Yes,No,Not Applicable,Body Shaming,Instagram,Never,Not at all,None,1 (Very Low),No,Lack of Awareness,School / College,"Blocked the user, Reported the account"
17-09-2026 06:42,18–22,Male,"Instagram, WhatsApp, YouTube",1–3 hours,No,No,No,Not Applicable,Body Shaming,YouTube,Never,Not at all,Loss of Confidence,1 (Very Low),No,Not Applicable,Unknown Stranger,Took No Action
17-09-2026 07:01,23–30,Prefer not to say,Facebook,More than 5 hours,No,No,No,Not Applicable,Hate Speech,Instagram,Rarely,Not at all,Loss of Confidence,3,Friends,Lack of Awareness,Social Media Community,Ignored it
17-09-2026 07:38,18–22,Female,"Instagram, WhatsApp, YouTube",1–3 hours,No,Yes,No,Not Applicable,Hate Speech,Others,Never,Not at all,Anxiety,1 (Very Low),Family,Lack of Awareness,Social Media Community,Took No Action
17-09-2026 08:20,23–30,Male,YouTube,3–5 hours,No,No,No,Not Applicable,Stalking,WhatsApp,Never,Slightly,Anxiety,3,No,Not Applicable,Unknown Stranger,Blocked the user
17-09-2026 12:07,23–30,Female,"Instagram, WhatsApp",3–5 hours,Yes,Yes,No,Not Applicable,Fake Profile,Facebook,Rarely,Severely,None,2,Friends,Privacy Concerns,Family,"Blocked the user, Reported the account"
17-09-2026 13:32,18–22,Non-binary,"Instagram, WhatsApp",Less than 1 hour,No,No,Yes,Peer pressure,Offensive Comments,WhatsApp,Sometimes,Slightly,None,2,No,Lack of Awareness,Other,Took No Action
17-09-2026 14:37,18–22,Female,"WhatsApp, YouTube",1–3 hours,No,No,No,Not Applicable,Fake Profile,WhatsApp,Rarely,Moderately,Loss of Confidence,1 (Very Low),Friends,Not Applicable,Family,Took No Action
17-09-2026 14:52,31–40,Female,"Instagram, WhatsApp, YouTube, Others",1–3 hours,No,No,No,Not Applicable,Fake Rumors,WhatsApp,Never,Not at all,None,1 (Very Low),Friends,Not Applicable,Unknown Stranger,Ignored it
17-09-2026 15:36,18–22,Male,"Instagram, WhatsApp, YouTube",3–5 hours,Yes,No,No,Not Applicable,Body Shaming,Facebook,Rarely,Moderately,Anxiety,3,Family,Lack of Awareness,Family,Blocked the user
17-09-2026 15:55,23–30,Female,Others,Less than 1 hour,No,Yes,No,Not Applicable,Body Shaming,Instagram,Sometimes,Slightly,Loss of Confidence,3,No,Not Applicable,Friends Circle,Blocked the user
17-09-2026 16:02,18–22,Male,WhatsApp,More than 5 hours,No,Yes,Yes,I was angry,Hate Speech,YouTube,Rarely,Slightly,Loss of Confidence,3,Friends,Lack of Awareness,Social Media Community,Blocked the user
17-09-2026 16:18,23–30,Male,"Instagram, WhatsApp",1–3 hours,No,Yes,No,Not Applicable,Body Shaming,Instagram,Rarely,Not at all,None,1 (Very Low),No,Not Applicable,Friends Circle,Blocked the user
17-09-2026 19:56,18–22,Male,YouTube,1–3 hours,No,No,No,Not Applicable,Fake Rumors,WhatsApp,Rarely,Not at all,Anger,1 (Very Low),No,Not Applicable,Family,Took No Action
17-09-2026 20:13,23–30,Female,"Instagram, WhatsApp, YouTube",1–3 hours,Yes,No,No,Not Applicable,Offensive Comments,WhatsApp,Often,Severely,"Stress, Depression",3,"Friends, Family",Lack of Awareness,Friends Circle,Told Friends / Family
17-09-2026 20:14,18–22,Female,WhatsApp,Less than 1 hour,No,Yes,No,Not Applicable,Fake Profile,Instagram,Never,Slightly,Anxiety,2,No,Not Applicable,Other,"Blocked the user, Reported the account, Told Friends / Family"
17-09-2026 21:02,18–22,Female,"Instagram, WhatsApp, YouTube, Others",More than 5 hours,Yes,Yes,No,Not Applicable,Fake Rumors,YouTube,Sometimes,Moderately,Stress,1 (Very Low),Family,Lack of Awareness,Friends Circle,Blocked the user
17-09-2026 21:48,18–22,Female,Instagram,1–3 hours,No,No,No,Not Applicable,Body Shaming,YouTube,Rarely,Moderately,None,1 (Very Low),No,Lack of Awareness,Unknown Stranger,Took No Action
17-09-2026 22:59,23–30,Female,Instagram,1–3 hours,No,No,No,Not Applicable,Hate Speech,YouTube,Never,Slightly,None,1 (Very Low),Friends,Lack of Awareness,Online Gaming,Took No Action
18-09-2026 00:21,18–22,Male,"Instagram, WhatsApp, YouTube, Others",3–5 hours,No,No,No,Not Applicable,Offensive Comments,Facebook,Never,Not at all,Anger,3,No,Not Applicable,Social Media Community,Took No Action
18-09-2026 01:52,23–30,Male,"Instagram, WhatsApp, YouTube",Less than 1 hour,Yes,Yes,No,Not Applicable,Offensive Comments,YouTube,Sometimes,Slightly,Anxiety,5 (Very High),No,Lack of Awareness,Unknown Stranger,Blocked the user
18-09-2026 01:58,23–30,Male,"Instagram, WhatsApp, YouTube",1–3 hours,No,Yes,No,Not Applicable,Threats,YouTube,Rarely,Not at all,Anxiety,2,Friends,Not Applicable,Unknown Stranger,Blocked the user
18-09-2026 01:58,18–22,Female,WhatsApp,1–3 hours,No,Yes,No,Not Applicable,Fake Profile,Others,Rarely,Slightly,None,1 (Very Low),No,Lack of Awareness,Unknown Stranger,"Blocked the user, Reported the account"
18-09-2026 02:39,23–30,Female,WhatsApp,1–3 hours,No,No,Yes,Other,Fake Rumors,Facebook,Sometimes,Slightly,Loss of Confidence,1 (Very Low),Friends,Didn't think it was serious,Friends Circle,Took No Action
18-09-2026 04:00,23–30,Male,Facebook,More than 5 hours,No,Yes,No,Not Applicable,Stalking,YouTube,Rarely,Slightly,None,1 (Very Low),Family,Didn't think it was serious,Family,Told Friends / Family
18-09-2026 04:51,18–22,Male,"Instagram, WhatsApp",More than 5 hours,Yes,Yes,No,Not Applicable,Fake Rumors,Instagram,Rarely,Moderately,"Stress, Depression, Loss of Confidence",3,"Friends, Family",No reason,Other,"Blocked the user, Reported the account"
18-09-2026 05:33,18–22,Non-binary,WhatsApp,1–3 hours,No,Yes,No,Not Applicable,Hate Speech,WhatsApp,Never,Not at all,None,2,No,Not Applicable,Online Gaming,"Blocked the user, Reported the account"
18-09-2026 05:58,18–22,Male,"Instagram, WhatsApp, YouTube",Less than 1 hour,No,Yes,No,Not Applicable,Fake Rumors,Instagram,Never,Slightly,Anger,1 (Very Low),Friends,Not Applicable,Unknown Stranger,"Blocked the user, Reported the account"
18-09-2026 06:54,18–22,Male,"Instagram, WhatsApp, YouTube",Less than 1 hour,No,Yes,No,Not Applicable,Stalking,Instagram,Rarely,Not at all,None,1 (Very Low),No,Not Applicable,Social Media Community,Blocked the user
18-09-2026 08:31,23–30,Female,YouTube,1–3 hours,Yes,No,No,Not Applicable,Fake Rumors,Instagram,Rarely,Slightly,Anxiety,2,Friends,Didn't know how to report,Family,"Ignored it, Blocked the user"
18-09-2026 08:52,18–22,Female,"Instagram, WhatsApp",1–3 hours,Yes,No,No,Not Applicable,Fake Rumors,WhatsApp,Never,Severely,Anger,1 (Very Low),"Friends, Family, No",Privacy Concerns,Social Media Community,Ignored it
18-09-2026 09:03,18–22,Female,Facebook,More than 5 hours,Yes,No,No,Not Applicable,"Offensive Comments, Body Shaming, Fake Rumors",YouTube,Often,Not at all,Anger,1 (Very Low),Psychologist,No reason,School / College,Blocked the user
18-09-2026 10:52,23–30,Female,Facebook,1–3 hours,No,No,No,Not Applicable,Fake Profile,YouTube,Rarely,Not at all,None,1 (Very Low),Friends,Didn't think it was serious,Social Media Community,Took No Action
18-09-2026 11:09,18–22,Male,"Instagram, WhatsApp, YouTube",More than 5 hours,No,Yes,No,Not Applicable,Stalking,WhatsApp,Rarely,Moderately,None,1 (Very Low),Friends,Lack of Awareness,Unknown Stranger,Blocked the user
18-09-2026 11:14,18–22,Non-binary,YouTube,3–5 hours,No,Yes,No,Not Applicable,Body Shaming,Others,Rarely,Not at all,None,2,Friends,Not Applicable,Social Media Community,"Blocked the user, Reported the account"
18-09-2026 11:37,23–30,Female,Instagram,1–3 hours,No,No,Yes,Self-defense,Offensive Comments,WhatsApp,Never,Moderately,Anger,1 (Very Low),Friends,Not Applicable,Online Gaming,Took No Action
18-09-2026 12:19,18–22,Female,Instagram,1–3 hours,No,Yes,No,Not Applicable,Hate Speech,Instagram,Never,Slightly,None,1 (Very Low),No,Not Applicable,Unknown Stranger,Blocked the user
18-09-2026 13:43,31–40,Male,WhatsApp,Less than 1 hour,Yes,Yes,No,Not Applicable,"Offensive Comments, Body Shaming, Fake Rumors",Instagram,Sometimes,Moderately,"Stress, Depression, Anger",1 (Very Low),"Friends, Family",Privacy Concerns,Unknown Stranger,"Blocked the user, Reported the account, Told Friends / Family"
18-09-2026 14:01,23–30,Male,"Instagram, WhatsApp, YouTube",Less than 1 hour,Yes,Yes,Yes,Self-defense,"Fake Rumors, Fake Profile",Instagram,Sometimes,Not at all,"Stress, Depression, Loss of Confidence",5 (Very High),"Friends, No",Didn't think it was serious,Social Media Community,Blocked the user
18-09-2026 15:20,23–30,Female,Others,1–3 hours,No,Yes,No,Not Applicable,Hate Speech,WhatsApp,Rarely,Not at all,None,1 (Very Low),Friends,Lack of Awareness,Online Gaming,"Blocked the user, Reported the account"
18-09-2026 16:43,23–30,Male,"Instagram, WhatsApp, YouTube",Less than 1 hour,Yes,Yes,No,Not Applicable,Hate Speech,Instagram,Often,Moderately,None,4,No,Lack of Awareness,School / College,Blocked the user
18-09-2026 16:44,23–30,Male,YouTube,3–5 hours,No,No,No,Not Applicable,Offensive Comments,Instagram,Never,Moderately,None,1 (Very Low),Friends,Not Applicable,School / College,Took No Action
18-09-2026 17:22,18–22,Female,WhatsApp,3–5 hours,No,Yes,No,Not Applicable,Stalking,WhatsApp,Rarely,Moderately,Loss of Confidence,1 (Very Low),Friends,Not Applicable,Online Gaming,"Blocked the user, Reported the account"
18-09-2026 17:35,18–22,Male,"Instagram, WhatsApp",1–3 hours,Yes,No,No,Not Applicable,Fake Rumors,Instagram,Sometimes,Severely,None,5 (Very High),Friends,No reason,Social Media Community,Told Friends / Family
18-09-2026 18:46,18–22,Female,"Instagram, WhatsApp",1–3 hours,Yes,No,Yes,Self-defense,"Body Shaming, Hate Speech, Fake Rumors, Fake Profile",Instagram,Rarely,Severely,None,3,Family,Didn't think it was serious,Family,"Blocked the user, Reported the account"
18-09-2026 19:03,23–30,Male,Facebook,1–3 hours,Yes,No,No,Not Applicable,Fake Profile,Instagram,Rarely,Severely,Stress,4,Family,Lack of Awareness,Social Media Community,Blocked the user
19-09-2026 08:53,18–22,Female,"Instagram, WhatsApp, YouTube, Others",1–3 hours,No,No,No,Not Applicable,Hate Speech,Instagram,Never,Not at all,None,1 (Very Low),No,Didn't think it was serious,Family,Ignored it
19-09-2026 10:01,31–40,Female,"Instagram, WhatsApp",Less than 1 hour,No,No,No,Not Applicable,Offensive Comments,Others,Rarely,Slightly,None,1 (Very Low),No,Didn't think it was serious,School / College,Took No Action
19-09-2026 10:09,18–22,Male,"WhatsApp, YouTube",1–3 hours,Yes,Yes,No,Not Applicable,Fake Profile,Instagram,Rarely,Slightly,Anger,4,Family,Didn't know how to report,Social Media Community,"Blocked the user, Reported the account"
19-09-2026 11:45,18–22,Male,"Instagram, WhatsApp",1–3 hours,No,Yes,No,Not Applicable,Offensive Comments,Instagram,Never,Not at all,Anxiety,1 (Very Low),No,Lack of Awareness,Online Gaming,Blocked the user
19-09-2026 11:56,18–22,Male,"Instagram, WhatsApp, YouTube",3–5 hours,No,Yes,Yes,Self-defense,Offensive Comments,WhatsApp,Never,Moderately,None,1 (Very Low),Family,Didn't think it was serious,Online Gaming,Ignored it
19-09-2026 11:58,18–22,Female,"Instagram, WhatsApp, YouTube",3–5 hours,No,Yes,No,Not Applicable,Fake Rumors,WhatsApp,Rarely,Not at all,None,2,No,Lack of Awareness,School / College,"Ignored it, Blocked the user"
19-09-2026 12:13,18–22,Male,Facebook,3–5 hours,No,No,No,Not Applicable,Threats,Instagram,Rarely,Not at all,Anger,1 (Very Low),No,Didn't think it was serious,Online Gaming,Took No Action
19-09-2026 12:31,18–22,Male,Instagram,3–5 hours,No,Yes,No,Not Applicable,Body Shaming,Others,Never,Moderately,None,2,No,Lack of Awareness,Unknown Stranger,"Blocked the user, Reported the account, Told Friends / Family"
19-09-2026 12:46,18–22,Male,Instagram,1–3 hours,No,No,No,Not Applicable,Hate Speech,WhatsApp,Rarely,Slightly,None,3,Friends,Didn't think it was serious,Unknown Stranger,"Blocked the user, Reported the account"
19-09-2026 12:47,31–40,Male,YouTube,3–5 hours,No,No,No,Not Applicable,Threats,Instagram,Rarely,Not at all,Anxiety,2,Friends,Lack of Awareness,Friends Circle,"Reported the account, Told Friends / Family"
19-09-2026 13:09,23–30,Male,"Instagram, WhatsApp",3–5 hours,No,No,Yes,To respond to the person,Offensive Comments,Instagram,Never,Slightly,Loss of Confidence,1 (Very Low),No,Didn't think it was serious,Friends Circle,Took No Action
19-09-2026 13:59,18–22,Male,"Instagram, WhatsApp, YouTube",1–3 hours,No,No,No,Not Applicable,Offensive Comments,Instagram,Never,Slightly,Anger,1 (Very Low),No,Didn't think it was serious,School / College,Blocked the user
19-09-2026 14:05,31–40,Male,Instagram,More than 5 hours,Yes,No,Yes,Self-defense,Offensive Comments,WhatsApp,Never,Not at all,None,3,"Friends, Family",No reason,Social Media Community,"Blocked the user, Reported the account"
19-09-2026 16:12,23–30,Female,WhatsApp,Less than 1 hour,Yes,Yes,No,Not Applicable,Fake Profile,Instagram,Rarely,Severely,None,4,No,Lack of Awareness,Online Gaming,Blocked the user
19-09-2026 16:23,18–22,Male,YouTube,1–3 hours,Yes,Yes,No,Not Applicable,"Fake Rumors, Fake Profile",Instagram,Never,Moderately,"Stress, Depression, Anger",5 (Very High),No,Lack of Awareness,School / College,"Ignored it, Blocked the user"
19-09-2026 16:41,23–30,Male,Instagram,1–3 hours,No,Yes,No,Not Applicable,Fake Profile,WhatsApp,Rarely,Slightly,None,2,No,Didn't think it was serious,Other,Took No Action
19-09-2026 16:57,18–22,Male,WhatsApp,More than 5 hours,No,No,No,Not Applicable,Fake Profile,WhatsApp,Rarely,Not at all,None,2,Friends,Lack of Awareness,Unknown Stranger,Blocked the user
19-09-2026 17:03,23–30,Male,"WhatsApp, YouTube",3–5 hours,No,Yes,No,Not Applicable,Stalking,Instagram,Rarely,Slightly,None,1 (Very Low),Family,Didn't think it was serious,Friends Circle,Blocked the user
19-09-2026 17:46,18–22,Male,YouTube,More than 5 hours,No,Yes,No,Not Applicable,Body Shaming,Instagram,Sometimes,Moderately,Anxiety,1 (Very Low),Friends,Lack of Awareness,Social Media Community,"Ignored it, Blocked the user"
19-09-2026 17:59,23–30,Male,"Instagram, WhatsApp, YouTube, Others",1–3 hours,Yes,No,Yes,For fun,Offensive Comments,Instagram,Never,Not at all,Anxiety,3,Psychologist,Didn't know how to report,Friends Circle,"Reported the account, Told Friends / Family"
19-09-2026 18:00,23–30,Male,"Instagram, WhatsApp, YouTube, Others",3–5 hours,No,No,No,Not Applicable,Fake Profile,Instagram,Sometimes,Slightly,Anger,1 (Very Low),Family,Lack of Awareness,School / College,Blocked the user
19-09-2026 18:04,18–22,Male,Others,3–5 hours,No,Yes,Yes,I was angry,Offensive Comments,WhatsApp,Rarely,Not at all,Anxiety,2,No,Didn't think it was serious,Online Gaming,Took No Action
19-09-2026 18:49,18–22,Male,"Instagram, WhatsApp, YouTube",3–5 hours,No,No,No,Not Applicable,Threats,Instagram,Rarely,Slightly,None,1 (Very Low),No,Didn't think it was serious,Unknown Stranger,"Blocked the user, Reported the account"
19-09-2026 18:56,18–22,Male,Instagram,More than 5 hours,Yes,No,No,Not Applicable,"Fake Rumors, Fake Profile",WhatsApp,Rarely,Moderately,Anxiety,1 (Very Low),Friends,No reason,Family,Blocked the user
19-09-2026 19:51,18–22,Male,Instagram,1–3 hours,Yes,Yes,No,Not Applicable,Fake Profile,YouTube,Never,Moderately,"Stress, Depression",4,Friends,Didn't think it was serious,Other,"Reported the account, Told Friends / Family"
19-09-2026 20:09,18–22,Male,"Instagram, WhatsApp, YouTube, Others",3–5 hours,No,Yes,Yes,Self-defense,Stalking,Instagram,Rarely,Not at all,None,2,Friends,Didn't think it was serious,Social Media Community,Took No Action
19-09-2026 20:34,18–22,Male,Others,3–5 hours,Yes,No,No,Not Applicable,Fake Profile,YouTube,Rarely,Moderately,"Stress, Depression",3,No,Lack of Awareness,Friends Circle,"Ignored it, Blocked the user"
19-09-2026 20:39,18–22,Male,"Instagram, WhatsApp, YouTube",1–3 hours,Yes,Yes,No,Not Applicable,Fake Profile,Others,Often,Moderately,None,1 (Very Low),No,Fear,Online Gaming,"Blocked the user, Reported the account"
19-09-2026 21:44,18–22,Female,"Instagram, WhatsApp, YouTube",3–5 hours,Yes,Yes,No,Not Applicable,Offensive Comments,WhatsApp,Sometimes,Moderately,Stress,5 (Very High),"Friends, Family",Didn't know how to report,Online Gaming,"Reported the account, Told Friends / Family"
19-09-2026 21:50,18–22,Female,"Instagram, WhatsApp, YouTube",1–3 hours,No,Yes,No,Not Applicable,Body Shaming,Instagram,Never,Moderately,None,1 (Very Low),No,Lack of Awareness,Unknown Stranger,Blocked the user
19-09-2026 22:49,23–30,Male,"Instagram, WhatsApp, YouTube, Others",3–5 hours,Yes,No,No,Not Applicable,Stalking,WhatsApp,Rarely,Slightly,"Stress, Depression, Anger",3,Psychologist,Privacy Concerns,Social Media Community,Blocked the user
19-09-2026 23:55,23–30,Female,"Instagram, WhatsApp, YouTube",More than 5 hours,No,No,No,Not Applicable,Fake Profile,Instagram,Never,Not at all,None,3,No,Didn't think it was serious,Online Gaming,Told Friends / Family
19-09-2026 23:59,23–30,Female,"Instagram, WhatsApp",3–5 hours,No,Yes,Yes,For fun,Fake Profile,Others,Never,Not at all,Anger,2,No,Lack of Awareness,Online Gaming,Ignored it
20-09-2026 00:47,18–22,Male,"WhatsApp, YouTube",3–5 hours,No,No,No,Not Applicable,Stalking,YouTube,Rarely,Not at all,Loss of Confidence,1 (Very Low),No,Lack of Awareness,Social Media Community,Ignored it
20-09-2026 00:58,18–22,Male,WhatsApp,More than 5 hours,Yes,No,No,Not Applicable,Offensive Comments,YouTube,Sometimes,Not at all,Anger,3,Family,Didn't think it was serious,School / College,Blocked the user
20-09-2026 01:21,31–40,Female,"Instagram, WhatsApp",Less than 1 hour,No,No,No,Not Applicable,Body Shaming,Facebook,Rarely,Slightly,None,2,Family,Lack of Awareness,Social Media Community,Blocked the user
20-09-2026 02:03,23–30,Male,"Instagram, WhatsApp",1–3 hours,No,Yes,No,Not Applicable,Hate Speech,Others,Rarely,Not at all,None,3,Friends,Didn't think it was serious,Social Media Community,Ignored it
20-09-2026 04:31,18–22,Male,"Instagram, WhatsApp",3–5 hours,Yes,No,Yes,Self-defense,Offensive Comments,YouTube,Rarely,Not at all,"Stress, Depression, Anger",1 (Very Low),Friends,Privacy Concerns,Friends Circle,Blocked the user
20-09-2026 05:21,18–22,Male,WhatsApp,More than 5 hours,No,Yes,No,Not Applicable,Body Shaming,Instagram,Never,Slightly,None,3,Family,Lack of Awareness,Social Media Community,"Blocked the user, Reported the account"
20-09-2026 05:47,18–22,Female,"Instagram, WhatsApp, YouTube",1–3 hours,Yes,No,Yes,For fun,Fake Profile,Instagram,Very Often,Moderately,Anxiety,3,Psychologist,Didn't think it was serious,Social Media Community,"Ignored it, Blocked the user"
20-09-2026 06:14,23–30,Male,Instagram,1–3 hours,Yes,Yes,No,Not Applicable,"Offensive Comments, Hate Speech, Fake Profile",WhatsApp,Rarely,Moderately,None,4,No,No reason,Social Media Community,Blocked the user
20-09-2026 06:18,23–30,Male,WhatsApp,3–5 hours,Yes,Yes,No,Not Applicable,Fake Rumors,Instagram,Often,Severely,"Stress, Depression, Anger",3,"Friends, Family",Fear,Unknown Stranger,"Blocked the user, Reported the account"
20-09-2026 06:57,18–22,Male,"Instagram, WhatsApp",1–3 hours,Yes,No,No,Not Applicable,Fake Profile,WhatsApp,Sometimes,Moderately,Stress,4,No,Didn't think it was serious,Social Media Community,Blocked the user
20-09-2026 08:47,23–30,Female,"Instagram, WhatsApp, YouTube, Others",1–3 hours,No,Yes,No,Not Applicable,Threats,WhatsApp,Rarely,Moderately,None,1 (Very Low),Family,Lack of Awareness,Friends Circle,Blocked the user
20-09-2026 09:10,23–30,Male,"Instagram, WhatsApp, YouTube, Others",3–5 hours,No,Yes,No,Not Applicable,Offensive Comments,WhatsApp,Rarely,Not at all,Anger,2,No,Didn't think it was serious,Other,Ignored it
20-09-2026 09:18,18–22,Prefer not to say,YouTube,3–5 hours,No,No,Yes,To respond to the person,Body Shaming,Instagram,Never,Slightly,Anger,3,Friends,Didn't think it was serious,Online Gaming,Took No Action
20-09-2026 10:16,18–22,Male,WhatsApp,More than 5 hours,No,No,No,Not Applicable,Body Shaming,Instagram,Never,Moderately,None,1 (Very Low),No,Didn't think it was serious,Family,Ignored it
20-09-2026 11:23,18–22,Female,Others,3–5 hours,Yes,No,No,Not Applicable,Hate Speech,WhatsApp,Sometimes,Severely,Anxiety,2,Psychologist,No reason,Social Media Community,Ignored it
20-09-2026 11:43,23–30,Male,WhatsApp,1–3 hours,No,Yes,No,Not Applicable,Fake Rumors,Instagram,Never,Slightly,None,3,Family,Didn't think it was serious,Social Media Community,Told Friends / Family
20-09-2026 13:40,18–22,Non-binary,"Instagram, WhatsApp",1–3 hours,No,No,No,Not Applicable,Fake Rumors,WhatsApp,Never,Not at all,None,3,Friends,Lack of Awareness,Family,Took No Action
20-09-2026 14:30,18–22,Male,"Instagram, WhatsApp",More than 5 hours,No,Yes,Yes,Self-defense,Hate Speech,Instagram,Never,Not at all,None,1 (Very Low),Friends,Didn't think it was serious,Online Gaming,Ignored it
20-09-2026 14:45,18–22,Male,Instagram,1–3 hours,Yes,Yes,No,Not Applicable,Hate Speech,Others,Rarely,Slightly,None,4,"Friends, Psychologist",Privacy Concerns,Unknown Stranger,Blocked the user
20-09-2026 15:10,18–22,Female,"Instagram, WhatsApp, YouTube",1–3 hours,No,No,No,Not Applicable,Threats,YouTube,Rarely,Not at all,Loss of Confidence,1 (Very Low),Friends,Lack of Awareness,Social Media Community,Took No Action
20-09-2026 15:13,23–30,Male,"Instagram, WhatsApp, YouTube",1–3 hours,No,Yes,No,Not Applicable,Fake Rumors,Facebook,Never,Slightly,None,1 (Very Low),Family,Lack of Awareness,Other,"Blocked the user, Reported the account"
20-09-2026 15:38,18–22,Female,Instagram,3–5 hours,No,Yes,Yes,I did not realize it was harmful,Fake Profile,WhatsApp,Rarely,Not at all,None,1 (Very Low),Friends,Lack of Awareness,Other,Blocked the user
20-09-2026 16:48,31–40,Male,Instagram,More than 5 hours,No,Yes,Yes,I did not realize it was harmful,Body Shaming,Instagram,Never,Not at all,Anxiety,1 (Very Low),No,Lack of Awareness,Family,Took No Action
20-09-2026 17:02,31–40,Female,"Instagram, WhatsApp, YouTube, Others",3–5 hours,Yes,Yes,No,Not Applicable,Fake Profile,Instagram,Rarely,Slightly,Loss of Confidence,1 (Very Low),Friends,No reason,Friends Circle,Blocked the user
20-09-2026 17:08,23–30,Female,WhatsApp,1–3 hours,Yes,No,No,Not Applicable,Stalking,WhatsApp,Rarely,Moderately,"Stress, Depression",3,"Friends, Family",Lack of Awareness,Unknown Stranger,Blocked the user
20-09-2026 18:14,18–22,Male,WhatsApp,1–3 hours,No,Yes,No,Not Applicable,Hate Speech,Others,Never,Not at all,None,1 (Very Low),No,Lack of Awareness,Other,Blocked the user
20-09-2026 18:22,18–22,Male,"Instagram, WhatsApp, YouTube",3–5 hours,No,No,Yes,Self-defense,Fake Profile,Instagram,Never,Not at all,Loss of Confidence,1 (Very Low),Friends,Lack of Awareness,Social Media Community,"Blocked the user, Reported the account"
20-09-2026 19:05,23–30,Male,"Instagram, WhatsApp",1–3 hours,No,No,No,Not Applicable,Fake Rumors,Instagram,Never,Not at all,Anger,1 (Very Low),No,Lack of Awareness,Social Media Community,Took No Action
20-09-2026 19:27,23–30,Male,"Instagram, WhatsApp, YouTube",1–3 hours,No,Yes,No,Not Applicable,Fake Rumors,WhatsApp,Rarely,Not at all,None,1 (Very Low),No,Didn't think it was serious,Social Media Community,Took No Action
20-09-2026 19:34,18–22,Female,Instagram,More than 5 hours,No,No,No,Not Applicable,Fake Rumors,WhatsApp,Never,Not at all,None,1 (Very Low),No,Didn't think it was serious,Unknown Stranger,Blocked the user
20-09-2026 19:48,18–22,Male,Facebook,3–5 hours,No,Yes,No,Not Applicable,Threats,WhatsApp,Never,Not at all,Anxiety,1 (Very Low),Friends,Didn't think it was serious,Social Media Community,"Ignored it, Blocked the user"
20-09-2026 19:54,31–40,Male,"Instagram, WhatsApp, YouTube, Others",More than 5 hours,No,Yes,No,Not Applicable,Fake Rumors,YouTube,Never,Slightly,Anger,1 (Very Low),No,Didn't think it was serious,School / College,Took No Action
20-09-2026 20:13,18–22,Male,Instagram,1–3 hours,No,Yes,No,Not Applicable,Fake Profile,YouTube,Sometimes,Slightly,Loss of Confidence,1 (Very Low),No,Didn't think it was serious,Online Gaming,Took No Action
